Country,Continent,Year,Import (US$ Billion)
Sweden,Europe,2011,179.6776769
Eswatini,Africa,2011,1.80112228
Seychelles,Africa,2011,0.40111795
Syria,Asia,2011,8.26477087
Chad,Africa,2011,3.9377618
Togo,Africa,2011,1.77400351
Thailand,Asia,2011,244.5968526
Tajikistan,Asia,2011,1.21557728
Turkmenistan,Asia,2011,7.4348591
Timor-Leste,Asia,2011,0.15395697
Tonga,Oceania,2011,0.01893725
Trinidad and Tobago,North America,2011,20.46699931
Tunisia,Africa,2011,17.47309854
Turkey,Asia,2011,124.9330897
Tuvalu,Oceania,2011,0.01332269
Tanzania,Africa,2011,3.80819704
Uganda,Africa,2011,1.34298576
Ukraine,Europe,2011,73.13880974
Uruguay,South America,2011,9.46945355
United States,North America,2011,1435.719342
Uzbekistan,Asia,2011,7.03803083
Holy See,Europe,2011,0.06484194
St. Vincent and the Grenadines,North America,2011,0.11489035
Venezuela,South America,2011,82.14340384
Vietnam,Asia,2011,99.87920019
Vanuatu,Oceania,2011,0.73595846
Samoa,Oceania,2011,0.06634682
Yemen,Asia,2011,9.81542584
South Africa,Africa,2011,145.0841566
DR Congo,Africa,2011,7.23115788
Zambia,Africa,2011,7.61286409
Zimbabwe,Africa,2011,2.57640025
Afghanistan,Asia,2012,0.68428578
Angola,Africa,2012,75.28394389
Albania,Europe,2012,1.99260066
Andorra,Europe,2012,0.28599291
United Arab Emirates,Asia,2012,234.6093475
Argentina,South America,2012,83.86249446
Armenia,Europe,2012,1.14814183
Antigua and Barbuda,North America,2012,0.63430141
Australia,Oceania,2012,276.0149204
Austria,Europe,2012,153.2670478
Azerbaijan,Europe,2012,28.84682218
Burundi,Africa,2012,0.2544484
Belgium,Europe,2012,339.0120748
Benin,Africa,2012,1.47369528
Bangladesh,Asia,2012,27.43757169
Bulgaria,Europe,2012,24.75446862
Bahrain,Asia,2012,12.30196198
Bahamas,North America,2012,2.91798615
Bosnia and Herzegovina,Europe,2012,4.82270605
Belarus,Europe,2012,29.79106239
Belize,North America,2012,0.53275965
Bolivia,South America,2012,10.40759864
Brazil,South America,2012,261.6843415
Barbados,North America,2012,0.71713903
Brunei,Asia,2012,13.32247133
Bhutan,Asia,2012,0.19608071
Botswana,Africa,2012,5.48739498
Central African Republic,Africa,2012,0.17438733
Canada,North America,2012,459.5450915
Switzerland,Europe,2012,311.2681446
Chile,South America,2012,80.66335193
China,Asia,2012,2304.480906
Ivory Coast,Africa,2012,10.30620899
Cameroon,Africa,2012,5.10940521
Republic of the Congo,Africa,2012,11.11724978
Colombia,South America,2012,63.01738681
Comoros,Africa,2012,0.06167366
Cape Verde,Africa,2012,0.08759593
Costa Rica,North America,2012,36.52760661
Cuba,North America,2012,3.20318646
Cyprus,Europe,2012,5.68743537
Czechia,Europe,2012,137.8297618
Germany,Europe,2012,1311.009467
Djibouti,Africa,2012,0.13076515
Dominica,North America,2012,0.09368225
Denmark,Europe,2012,96.19156085
Dominican Rep.,North America,2012,7.71605103
Algeria,Africa,2012,69.82214625
Ecuador,South America,2012,26.61495281
Egypt,Africa,2012,32.54535023
Eritrea,Africa,2012,0.59256574
Spain,Europe,2012,267.4542444
Estonia,Europe,2012,13.5166228
Ethiopia,Africa,2012,2.18048473
Finland,Europe,2012,75.54515071
Fiji,Oceania,2012,0.78372742
France,Europe,2012,568.9944904
Micronesia,Oceania,2012,0.08273377
Gabon,Africa,2012,11.45251715
United Kingdom,Europe,2012,443.3648914
Georgia,Europe,2012,2.47617691
Ghana,Africa,2012,11.57361153
Guinea,Africa,2012,2.04596105
Gambia,Africa,2012,0.17050998
Guinea-Bissau,Africa,2012,0.18107666
Equatorial Guinea,Africa,2012,15.57038487
Greece,Europe,2012,28.31918622
Grenada,North America,2012,0.04778555
Guatemala,North America,2012,10.35543927
Guyana,South America,2012,1.6841766
Honduras,North America,2012,8.39299531
Croatia,Europe,2012,11.52807112
Haiti,North America,2012,0.94668009
Hungary,Europe,2012,92.03115139
Indonesia,Asia,2012,218.7384132
India,Asia,2012,270.8782319
Ireland,Europe,2012,135.9497263
Iran,Asia,2012,88.14562674
Iraq,Asia,2012,94.83542719
Iceland,Europe,2012,5.37627315
Israel,Asia,2012,64.97349003
Italy,Europe,2012,480.2719799
Jamaica,North America,2012,1.3557621
Jordan,Asia,2012,6.24800855
Japan,Asia,2012,883.3646551
Kazakhstan,Asia,2012,68.6310131
Kenya,Africa,2012,5.61885595
Kyrgyzstan,Asia,2012,1.13613244
Cambodia,Asia,2012,9.30392126
Kiribati,Oceania,2012,0.06679129
St. Kitts and Nevis,North America,2012,0.09073521
South Korea,Asia,2012,559.0960898
Kuwait,Asia,2012,115.4580908
Laos,Asia,2012,3.23488333
Lebanon,Asia,2012,3.70005629
Liberia,Africa,2012,1.31550772
Libya,Africa,2012,59.15351655
St. Lucia,North America,2012,3.35151945
Sri Lanka,Asia,2012,9.9628584
Lesotho,Africa,2012,0.91596307
Lithuania,Europe,2012,22.89820002
Luxembourg,Europe,2012,17.18443385
Latvia,Europe,2012,11.43226761
Morocco,Africa,2012,22.93743464
Moldova,Europe,2012,2.36871266
Madagascar,Africa,2012,1.81684459
Maldives,Asia,2012,0.22814349
Mexico,North America,2012,393.3954584
Marshall Islands,Oceania,2012,1.00244053
North Macedonia,Europe,2012,4.14791376
Mali,Africa,2012,2.61610323
Malta,Europe,2012,6.3945201
Myanmar,Asia,2012,8.602675
Mongolia,Asia,2012,4.50779617
Montenegro,Europe,2012,0.63129571
Mozambique,Africa,2012,4.5858357
Mauritania,Africa,2012,3.29859785
Mauritius,Africa,2012,2.54232585
Malawi,Africa,2012,1.097952
Malaysia,Asia,2012,300.0568815
Namibia,Africa,2012,4.44374492
Niger,Africa,2012,1.00179968
Nigeria,Africa,2012,108.5365594
Nicaragua,North America,2012,5.12760026
Netherlands,Europe,2012,481.1401773
Norway,Europe,2012,140.7287733
Nepal,Asia,2012,0.62992185
Nauru,Oceania,2012,0.10076356
New Zealand,Oceania,2012,38.04923548
Oman,Asia,2012,48.99672756
Pakistan,Asia,2012,25.85447739
Panama,North America,2012,8.71673948
Peru,South America,2012,47.60340652
Philippines,Asia,2012,76.27361328
Palau,Oceania,2012,0.02567414
Papua New Guinea,Oceania,2012,7.81273731
Poland,Europe,2012,168.2036056
North Korea,Asia,2012,3.16200596
Portugal,Europe,2012,57.02581733
Paraguay,South America,2012,7.45168933
Palestine,Asia,2012,0.11222427
Qatar,Asia,2012,126.1434251
Romania,Europe,2012,55.87913544
Russia,Asia,2012,518.49811
Rwanda,Africa,2012,0.32758792
Saudi Arabia,Asia,2012,377.7849365
Senegal,Africa,2012,2.86499455
Serbia,Europe,2012,11.32018111
Singapore,Asia,2012,265.0721697
Solomon Islands,Oceania,2012,0.68711223
Sierra Leone,Africa,2012,1.01882164
El Salvador,North America,2012,5.33455965
San Marino,Europe,2012,0.1277921
Somalia,Africa,2012,0.48873663
South Sudan,Africa,2012,0.64622218
Sao Tome and Principe,Africa,2012,0.01392016
Sudan,Africa,2012,6.45717738
Suriname,South America,2012,2.8578915
Slovakia,Europe,2012,71.58637584
Slovenia,Europe,2012,26.4271651
Sweden,Europe,2012,165.40599
Eswatini,Africa,2012,2.16127387
Seychelles,Africa,2012,0.48004122
Syria,Asia,2012,2.18661908
Chad,Africa,2012,3.27016017
Togo,Africa,2012,2.42639296
Thailand,Asia,2012,239.0021791
Tajikistan,Asia,2012,1.12823039
Turkmenistan,Asia,2012,10.76955136
Timor-Leste,Asia,2012,0.66225025
Tonga,Oceania,2012,0.01349252
Trinidad and Tobago,North America,2012,19.90794831
Tunisia,Africa,2012,16.49497636
Turkey,Asia,2012,130.8598657
Tuvalu,Oceania,2012,0.03099552
Tanzania,Africa,2012,4.7564312
Uganda,Africa,2012,1.34163487
Ukraine,Europe,2012,71.44096133
Uruguay,South America,2012,10.67119486
United States,North America,2012,1496.188095
Uzbekistan,Asia,2012,5.83786205
Holy See,Europe,2012,0.00968548
St. Vincent and the Grenadines,North America,2012,0.08422664
Venezuela,South America,2012,85.18915179
Vietnam,Asia,2012,129.603397
Vanuatu,Oceania,2012,0.45634211
Samoa,Oceania,2012,0.07402994
Yemen,Asia,2012,8.66921075
South Africa,Africa,2012,148.8289521
DR Congo,Africa,2012,7.11312276
Zambia,Africa,2012,7.6992141
Zimbabwe,Africa,2012,2.75081278
Afghanistan,Asia,2013,0.8028389
Angola,Africa,2013,72.12530772
Albania,Europe,2013,2.43918168
Andorra,Europe,2013,0.31203123
United Arab Emirates,Asia,2013,252.1668948
Argentina,South America,2013,80.3886805
Armenia,Europe,2013,1.21066958
Antigua and Barbuda,North America,2013,0.38774256
Australia,Oceania,2013,273.0472214
Austria,Europe,2013,160.9584929
Azerbaijan,Europe,2013,29.40752172
Burundi,Africa,2013,0.30380788
Belgium,Europe,2013,355.7857055
Benin,Africa,2013,1.19888289
Bangladesh,Asia,2013,30.85375829
Bulgaria,Europe,2013,27.81981206
Bahrain,Asia,2013,11.72755052
Bahamas,North America,2013,4.03160224
Bosnia and Herzegovina,Europe,2013,5.36023227
Belarus,Europe,2013,26.67376386
Belize,North America,2013,0.53871781
Bolivia,South America,2013,12.37343385
Brazil,South America,2013,246.6072997
Barbados,North America,2013,0.46137926
Brunei,Asia,2013,11.2087521
Bhutan,Asia,2013,0.15698061
Botswana,Africa,2013,6.78013056
Central African Republic,Africa,2013,0.12878082
Canada,North America,2013,467.5509439
Switzerland,Europe,2013,386.0207551
Chile,South America,2013,80.61409845
China,Asia,2013,2397.123776
Ivory Coast,Africa,2013,9.98887333
Cameroon,Africa,2013,5.29421236
Republic of the Congo,Africa,2013,11.15179915
Colombia,South America,2013,61.60743541
Comoros,Africa,2013,0.05896607
Cape Verde,Africa,2013,0.12930157
Costa Rica,North America,2013,36.45998961
Cuba,North America,2013,3.06993305
Cyprus,Europe,2013,5.50674182
Czechia,Europe,2013,145.943829
Germany,Europe,2013,1355.357812
Djibouti,Africa,2013,0.13456995
Dominica,North America,2013,0.08301929
Denmark,Europe,2013,99.1524316
Dominican Rep.,North America,2013,8.37481514
Algeria,Africa,2013,63.12958257
Ecuador,South America,2013,28.0178722
Egypt,Africa,2013,31.02633543
Eritrea,Africa,2013,0.32697576
Spain,Europe,2013,281.9315632
Estonia,Europe,2013,14.10468196
Ethiopia,Africa,2013,2.21739047
Finland,Europe,2013,76.60176667
Fiji,Oceania,2013,0.74906162
France,Europe,2013,581.311485
Micronesia,Oceania,2013,0.04001422
Gabon,Africa,2013,11.72593366
United Kingdom,Europe,2013,510.3202671
Georgia,Europe,2013,2.50656381
Ghana,Africa,2013,13.70481431
Guinea,Africa,2013,2.45997901
Gambia,Africa,2013,0.14598729
Guinea-Bissau,Africa,2013,0.30350195
Equatorial Guinea,Africa,2013,14.66744163
Greece,Europe,2013,30.04002847
Grenada,North America,2013,0.0547042
Guatemala,North America,2013,9.59741211
Guyana,South America,2013,1.62690098
Honduras,North America,2013,8.13564896
Croatia,Europe,2013,11.57579046
Haiti,North America,2013,1.02831836
Hungary,Europe,2013,98.78275493
Indonesia,Asia,2013,211.4952163
India,Asia,2013,278.0249703
Ireland,Europe,2013,134.036847
Iran,Asia,2013,66.08500737
Iraq,Asia,2013,89.86356101
Iceland,Europe,2013,5.44612054
Israel,Asia,2013,67.46710087
Italy,Europe,2013,492.5821972
Jamaica,North America,2013,1.41960646
Jordan,Asia,2013,5.89814609
Japan,Asia,2013,806.9867243
Kazakhstan,Asia,2013,65.34157334
Kenya,Africa,2013,5.80624839
Kyrgyzstan,Asia,2013,1.3360042
Cambodia,Asia,2013,10.68888562
Kiribati,Oceania,2013,0.08534306
St. Kitts and Nevis,North America,2013,0.09922834
South Korea,Asia,2013,582.6078229
Kuwait,Asia,2013,110.0626658
Laos,Asia,2013,3.91928208
Lebanon,Asia,2013,3.60452465
Liberia,Africa,2013,1.39904067
Libya,Africa,2013,42.70479721
St. Lucia,North America,2013,3.42391983
Sri Lanka,Asia,2013,10.08930345
Lesotho,Africa,2013,0.90806716
Lithuania,Europe,2013,23.51139324
Luxembourg,Europe,2013,17.8928092
Latvia,Europe,2013,12.15467632
Morocco,Africa,2013,23.70712979
Moldova,Europe,2013,2.53179743
Madagascar,Africa,2013,2.15729227
Maldives,Asia,2013,0.23861833
Mexico,North America,2013,397.0156963
Marshall Islands,Oceania,2013,0.84217081
North Macedonia,Europe,2013,4.49027664
Mali,Africa,2013,3.04175611
Malta,Europe,2013,6.49001001
Myanmar,Asia,2013,10.99495789
Mongolia,Asia,2013,4.2017927
Montenegro,Europe,2013,0.5687454
Mozambique,Africa,2013,5.21937239
Mauritania,Africa,2013,3.38636389
Mauritius,Africa,2013,2.92724454
Malawi,Africa,2013,1.0194191
Malaysia,Asia,2013,301.6391134
Namibia,Africa,2013,4.53966006
Niger,Africa,2013,2.78771347
Nigeria,Africa,2013,99.46689672
Nicaragua,North America,2013,5.49101427
Netherlands,Europe,2013,498.7120048
Norway,Europe,2013,134.6498511
Nepal,Asia,2013,0.70080573
Nauru,Oceania,2013,0.0679564
New Zealand,Oceania,2013,39.92355997
Oman,Asia,2013,53.33410878
Pakistan,Asia,2013,25.18560498
Panama,North America,2013,8.07804473
Peru,South America,2013,44.71125619
Philippines,Asia,2013,74.65927109
Palau,Oceania,2013,0.01665599
Papua New Guinea,Oceania,2013,6.84333244
Poland,Europe,2013,185.6434281
North Korea,Asia,2013,3.62825039
Portugal,Europe,2013,61.1520034
Paraguay,South America,2013,9.43787425
Palestine,Asia,2013,0.10483831
Qatar,Asia,2013,129.6810008
Romania,Europe,2013,62.85060776
Russia,Asia,2013,507.172371
Rwanda,Africa,2013,0.35802139
Saudi Arabia,Asia,2013,371.0718455
Senegal,Africa,2013,1.69152504
Serbia,Europe,2013,14.40448871
Singapore,Asia,2013,253.3256996
Solomon Islands,Oceania,2013,0.65792327
Sierra Leone,Africa,2013,1.91101594
El Salvador,North America,2013,4.97470568
San Marino,Europe,2013,0.13361656
Somalia,Africa,2013,0.63725039
South Sudan,Africa,2013,2.47557109
Sao Tome and Principe,Africa,2013,0.0101948
Sudan,Africa,2013,6.13618568
Suriname,South America,2013,2.49647722
Slovakia,Europe,2013,74.94575636
Slovenia,Europe,2013,29.01888229
Sweden,Europe,2013,162.9651264
Eswatini,Africa,2013,2.37593762
Seychelles,Africa,2013,0.61297894
Syria,Asia,2013,1.52499922
Chad,Africa,2013,3.16089534
Togo,Africa,2013,2.45190528
Thailand,Asia,2013,238.0979199
Tajikistan,Asia,2013,0.98858051
Turkmenistan,Asia,2013,11.70418427
Timor-Leste,Asia,2013,0.87243128
Tonga,Oceania,2013,0.013216
Trinidad and Tobago,North America,2013,19.54610703
Tunisia,Africa,2013,17.1020062
Turkey,Asia,2013,137.1775537
Tuvalu,Oceania,2013,0.0254115
Tanzania,Africa,2013,5.09892169
Uganda,Africa,2013,1.51003935
Ukraine,Europe,2013,65.0559892
Uruguay,South America,2013,11.00708612
United States,North America,2013,1503.085901
Uzbekistan,Asia,2013,8.0753403
Holy See,Europe,2013,0.00579494
St. Vincent and the Grenadines,North America,2013,0.08244748
Venezuela,South America,2013,78.15420482
Vietnam,Asia,2013,147.1400824
Vanuatu,Oceania,2013,0.28719315
Samoa,Oceania,2013,0.05922436
Yemen,Asia,2013,9.73126239
South Africa,Africa,2013,149.3578425
DR Congo,Africa,2013,7.59671927
Zambia,Africa,2013,7.05043469
Zimbabwe,Africa,2013,2.68092387
Afghanistan,Asia,2014,0.91274659
Angola,Africa,2014,64.69413595
Albania,Europe,2014,2.47031468
Andorra,Europe,2014,0.38347337
United Arab Emirates,Asia,2014,239.1881165
Argentina,South America,2014,69.51358387
Armenia,Europe,2014,1.31048325
Antigua and Barbuda,North America,2014,0.60971637
Australia,Oceania,2014,267.7777401
Austria,Europe,2014,165.9562346
Azerbaijan,Europe,2014,27.05078142
Burundi,Africa,2014,0.2766449
Belgium,Europe,2014,363.2458838
Benin,Africa,2014,1.90827019
Bangladesh,Asia,2014,33.66493886
Bulgaria,Europe,2014,28.90301184
Bahrain,Asia,2014,11.32763879
Bahamas,North America,2014,4.82103962
Bosnia and Herzegovina,Europe,2014,5.71898569
Belarus,Europe,2014,25.90516015
Belize,North America,2014,0.51362362
Bolivia,South America,2014,12.45448998
Brazil,South America,2014,235.610481
Barbados,North America,2014,0.50691688
Brunei,Asia,2014,10.29154967
Bhutan,Asia,2014,0.17723572
Botswana,Africa,2014,6.31848353
Central African Republic,Africa,2014,0.08665706
Canada,North America,2014,488.4632186
Switzerland,Europe,2014,328.1087496
Chile,South America,2014,79.32055744
China,Asia,2014,2529.20492
Ivory Coast,Africa,2014,10.85979717
Cameroon,Africa,2014,5.47625162
Republic of the Congo,Africa,2014,11.08747622
Colombia,South America,2014,58.33203575
Comoros,Africa,2014,0.06211803
Cape Verde,Africa,2014,0.09791615
Costa Rica,North America,2014,33.68803442
Cuba,North America,2014,2.33761198
Cyprus,Europe,2014,3.88163601
Czechia,Europe,2014,156.4015268
Germany,Europe,2014,1396.577178
Djibouti,Africa,2014,0.15627026
Dominica,North America,2014,0.09863451
Denmark,Europe,2014,98.20757171
Dominican Rep.,North America,2014,9.12288631
Algeria,Africa,2014,59.06436023
Ecuador,South America,2014,28.14327812
Egypt,Africa,2014,29.35916812
Eritrea,Africa,2014,0.58554326
Spain,Europe,2014,290.6633237
Estonia,Europe,2014,16.45700104
Ethiopia,Africa,2014,2.72223135
Finland,Europe,2014,77.0865631
Fiji,Oceania,2014,0.79853518
France,Europe,2014,595.5999048
Micronesia,Oceania,2014,0.03618023
Gabon,Africa,2014,10.76321632
United Kingdom,Europe,2014,469.894233
Georgia,Europe,2014,2.81152513
Ghana,Africa,2014,13.1261246
Guinea,Africa,2014,2.74283952
Gambia,Africa,2014,0.12577292
Guinea-Bissau,Africa,2014,0.27546494
Equatorial Guinea,Africa,2014,13.03727477
Greece,Europe,2014,31.12205588
Grenada,North America,2014,0.04247521
Guatemala,North America,2014,10.97938398
Guyana,South America,2014,1.45052439
Honduras,North America,2014,8.53662123
Croatia,Europe,2014,11.80563605
Haiti,North America,2014,1.09694273
Hungary,Europe,2014,105.3566025
Indonesia,Asia,2014,202.2205087
India,Asia,2014,277.6381531
Ireland,Europe,2014,135.2332301
Iran,Asia,2014,67.96387195
Iraq,Asia,2014,86.80006261
Iceland,Europe,2014,5.9484788
Israel,Asia,2014,67.42704543
Italy,Europe,2014,504.0173704
Jamaica,North America,2014,1.29644826
Jordan,Asia,2014,7.05321153
Japan,Asia,2014,781.2301691
Kazakhstan,Asia,2014,56.95970209
Kenya,Africa,2014,6.46616832
Kyrgyzstan,Asia,2014,1.27832032
Cambodia,Asia,2014,12.83455505
Kiribati,Oceania,2014,0.08236897
St. Kitts and Nevis,North America,2014,0.11343344
South Korea,Asia,2014,597.3357739
Kuwait,Asia,2014,101.3207297
Laos,Asia,2014,4.66452342
Lebanon,Asia,2014,3.43027707
Liberia,Africa,2014,1.45421147
Libya,Africa,2014,20.93360494
St. Lucia,North America,2014,3.57834826
Sri Lanka,Asia,2014,11.18509324
Lesotho,Africa,2014,1.01470211
Lithuania,Europe,2014,25.76501721
Luxembourg,Europe,2014,18.83751244
Latvia,Europe,2014,13.49742969
Morocco,Africa,2014,25.25236939
Moldova,Europe,2014,2.80115618
Madagascar,Africa,2014,2.45303596
Maldives,Asia,2014,0.21694783
Mexico,North America,2014,411.7183337
Marshall Islands,Oceania,2014,0.8547241
North Macedonia,Europe,2014,5.42169284
Mali,Africa,2014,3.27116828
Malta,Europe,2014,5.97552271
Myanmar,Asia,2014,24.20968865
Mongolia,Asia,2014,5.7896741
Montenegro,Europe,2014,0.61453303
Mozambique,Africa,2014,6.06726372
Mauritania,Africa,2014,3.2420575
Mauritius,Africa,2014,2.84472619
Malawi,Africa,2014,0.98415133
Malaysia,Asia,2014,304.6397995
Namibia,Africa,2014,4.36284816
Niger,Africa,2014,0.88886588
Nigeria,Africa,2014,94.8644128
Nicaragua,North America,2014,5.45830165
Netherlands,Europe,2014,499.4830391
Norway,Europe,2014,131.2844103
Nepal,Asia,2014,0.91556964
Nauru,Oceania,2014,0.03647215
New Zealand,Oceania,2014,43.47662519
Oman,Asia,2014,50.03059619
Pakistan,Asia,2014,25.76823331
Panama,North America,2014,5.78931526
Peru,South America,2014,40.51032582
Philippines,Asia,2014,81.11741886
Palau,Oceania,2014,0.01842275
Papua New Guinea,Oceania,2014,9.93673882
Poland,Europe,2014,198.2261613
North Korea,Asia,2014,3.39732517
Portugal,Europe,2014,62.90016625
Paraguay,South America,2014,9.49566978
Palestine,Asia,2014,0.12350393
Qatar,Asia,2014,123.2266593
Romania,Europe,2014,70.15723447
Russia,Asia,2014,471.232108
Rwanda,Africa,2014,0.37372005
Saudi Arabia,Asia,2014,351.342971
Senegal,Africa,2014,1.78838426
Serbia,Europe,2014,15.23975193
Singapore,Asia,2014,255.3000114
Solomon Islands,Oceania,2014,0.68658176
Sierra Leone,Africa,2014,2.24024105
El Salvador,North America,2014,5.18033291
San Marino,Europe,2014,0.15217818
Somalia,Africa,2014,0.71265396
South Sudan,Africa,2014,4.40128227
Sao Tome and Principe,Africa,2014,0.01633221
Sudan,Africa,2014,5.6141014
Suriname,South America,2014,2.31970673
Slovakia,Europe,2014,75.60906433
Slovenia,Europe,2014,30.4421446
Sweden,Europe,2014,161.3472647
Eswatini,Africa,2014,2.30258196
Seychelles,Africa,2014,0.57345004
Syria,Asia,2014,1.1416282
Chad,Africa,2014,3.1780777
Togo,Africa,2014,2.34501937
Thailand,Asia,2014,244.5082578
Tajikistan,Asia,2014,0.83238479
Turkmenistan,Asia,2014,11.94438311
Timor-Leste,Asia,2014,0.131134
Tonga,Oceania,2014,0.01331862
Trinidad and Tobago,North America,2014,18.49571217
Tunisia,Africa,2014,16.51402855
Turkey,Asia,2014,145.0437482
Tuvalu,Oceania,2014,0.01306734
Tanzania,Africa,2014,4.7711768
Uganda,Africa,2014,1.34328954
Ukraine,Europe,2014,57.77629836
Uruguay,South America,2014,10.36682314
United States,North America,2014,1536.624834
Uzbekistan,Asia,2014,6.5487314
Holy See,Europe,2014,0.01565221
St. Vincent and the Grenadines,North America,2014,0.17252092
Venezuela,South America,2014,71.43287663
Vietnam,Asia,2014,167.0530343
Vanuatu,Oceania,2014,0.64459997
Samoa,Oceania,2014,0.05067342
Yemen,Asia,2014,9.28933214
South Africa,Africa,2014,138.773762
DR Congo,Africa,2014,8.43077784
Zambia,Africa,2014,6.74133751
Zimbabwe,Africa,2014,2.58610318
Afghanistan,Asia,2015,0.87321812
Angola,Africa,2015,36.82978146
Albania,Europe,2015,1.9566147
Andorra,Europe,2015,0.07486929
United Arab Emirates,Asia,2015,164.806924
Argentina,South America,2015,61.09803593
Armenia,Europe,2015,1.15880215
Antigua and Barbuda,North America,2015,0.47680287
Australia,Oceania,2015,210.4294741
Austria,Europe,2015,144.1373342
Azerbaijan,Europe,2015,16.86754913
Burundi,Africa,2015,0.26386722
Belgium,Europe,2015,306.1909525
Benin,Africa,2015,1.1385947
Bangladesh,Asia,2015,35.70272238
Bulgaria,Europe,2015,24.83675555
Bahrain,Asia,2015,9.12790123
Bahamas,North America,2015,2.36077822
Bosnia and Herzegovina,Europe,2015,5.13812125
Belarus,Europe,2015,19.09294851
Belize,North America,2015,0.44256319
Bolivia,South America,2015,8.49500691
Brazil,South America,2015,206.3873277
Barbados,North America,2015,0.3207489
Brunei,Asia,2015,6.31888729
Bhutan,Asia,2015,0.26985716
Botswana,Africa,2015,4.54792613
Central African Republic,Africa,2015,0.07177846
Canada,North America,2015,421.2097876
Switzerland,Europe,2015,299.3859823
Chile,South America,2015,67.43066143
China,Asia,2015,2473.58149
Ivory Coast,Africa,2015,11.05631436
Cameroon,Africa,2015,4.63425982
Republic of the Congo,Africa,2015,6.82610832
Colombia,South America,2015,40.29867784
Comoros,Africa,2015,0.05196661
Cape Verde,Africa,2015,0.08034386
Costa Rica,North America,2015,13.80423424
Cuba,North America,2015,1.94429108
Cyprus,Europe,2015,3.72745595
Czechia,Europe,2015,140.3070907
Germany,Europe,2015,1243.069592
Djibouti,Africa,2015,0.1361307
Dominica,North America,2015,0.09914982
Denmark,Europe,2015,84.67334309
Dominican Rep.,North America,2015,8.6036099
Algeria,Africa,2015,35.59633546
Ecuador,South America,2015,20.81911936
Egypt,Africa,2015,24.66139875
Eritrea,Africa,2015,0.45565911
Spain,Europe,2015,261.2428645
Estonia,Europe,2015,12.40600318
Ethiopia,Africa,2015,2.94686648
Finland,Europe,2015,64.8278455
Fiji,Oceania,2015,0.72433003
France,Europe,2015,518.1212604
Micronesia,Oceania,2015,0.02387733
Gabon,Africa,2015,5.96929411
United Kingdom,Europe,2015,414.1262986
Georgia,Europe,2015,2.24637937
Ghana,Africa,2015,11.56198052
Guinea,Africa,2015,1.88248214
Gambia,Africa,2015,0.13012306
Guinea-Bissau,Africa,2015,0.2978247
Equatorial Guinea,Africa,2015,6.84018188
Greece,Europe,2015,24.99012912
Grenada,North America,2015,0.04455516
Guatemala,North America,2015,11.23922294
Guyana,South America,2015,1.25543645
Honduras,North America,2015,8.51705125
Croatia,Europe,2015,11.00310651
Haiti,North America,2015,1.16809377
Hungary,Europe,2015,98.07510032
Indonesia,Asia,2015,177.0486418
India,Asia,2015,255.4873386
Ireland,Europe,2015,142.8046949
Iran,Asia,2015,41.32901481
Iraq,Asia,2015,54.6553793
Iceland,Europe,2015,5.05154986
Israel,Asia,2015,62.82438172
Italy,Europe,2015,446.4838177
Jamaica,North America,2015,1.26319348
Jordan,Asia,2015,7.53371225
Japan,Asia,2015,714.5884991
Kazakhstan,Asia,2015,34.53471036
Kenya,Africa,2015,5.65744104
Kyrgyzstan,Asia,2015,1.05395615
Cambodia,Asia,2015,14.59089543
Kiribati,Oceania,2015,0.12929065
St. Kitts and Nevis,North America,2015,0.1013818
South Korea,Asia,2015,552.0126842
Kuwait,Asia,2015,57.93504563
Laos,Asia,2015,4.29027236
Lebanon,Asia,2015,3.25115817
Liberia,Africa,2015,1.75859637
Libya,Africa,2015,11.69219032
St. Lucia,North America,2015,2.15093993
Sri Lanka,Asia,2015,11.09997122
Lesotho,Africa,2015,0.96495108
Lithuania,Europe,2015,19.24399835
Luxembourg,Europe,2015,16.79715157
Latvia,Europe,2015,10.8543596
Morocco,Africa,2015,25.54421748
Moldova,Europe,2015,2.35993176
Madagascar,Africa,2015,2.47061847
Maldives,Asia,2015,0.24970336
Mexico,North America,2015,404.7483151
Marshall Islands,Oceania,2015,0.63940039
North Macedonia,Europe,2015,5.24121127
Mali,Africa,2015,3.60315655
Malta,Europe,2015,5.3464789
Myanmar,Asia,2015,13.45965783
Mongolia,Asia,2015,4.54206837
Montenegro,Europe,2015,0.38507732
Mozambique,Africa,2015,4.36007814
Mauritania,Africa,2015,2.26848085
Mauritius,Africa,2015,3.14873981
Malawi,Africa,2015,0.94219392
Malaysia,Asia,2015,275.1628583
Namibia,Africa,2015,3.92042527
Niger,Africa,2015,1.02581657
Nigeria,Africa,2015,53.30799116
Nicaragua,North America,2015,5.2161642
Netherlands,Europe,2015,410.2489203
Norway,Europe,2015,98.71892832
Nepal,Asia,2015,0.8172757
Nauru,Oceania,2015,0.0329305
New Zealand,Oceania,2015,36.20798442
Oman,Asia,2015,32.43119086
Pakistan,Asia,2015,24.59918464
Panama,North America,2015,5.61537442
Peru,South America,2015,34.92973928
Philippines,Asia,2015,76.95753529
Palau,Oceania,2015,0.01537161
Papua New Guinea,Oceania,2015,9.64079442
Poland,Europe,2015,181.8754075
North Korea,Asia,2015,3.11706902
Portugal,Europe,2015,55.24132081
Paraguay,South America,2015,7.78037028
Palestine,Asia,2015,0.11934593
Qatar,Asia,2015,76.93058269
Romania,Europe,2015,60.32454483
