Country,Continent,Year,Import (US$ Billion)
United States,North America,2003,763.9995554
Uzbekistan,Asia,2003,3.26491184
Holy See,Europe,2003,0.01048657
St. Vincent and the Grenadines,North America,2003,0.08977511
Venezuela,South America,2003,26.13437866
Vietnam,Asia,2003,22.29151709
Vanuatu,Oceania,2003,0.07798131
Samoa,Oceania,2003,0.0869261
Yemen,Asia,2003,3.94060959
South Africa,Africa,2003,48.9707345
DR Congo,Africa,2003,1.10385849
Zambia,Africa,2003,0.81551096
Zimbabwe,Africa,2003,2.05089005
Afghanistan,Asia,2004,0.20760524
Angola,Africa,2004,12.77480749
Albania,Europe,2004,0.57275904
Andorra,Europe,2004,0.11676729
United Arab Emirates,Asia,2004,63.61843615
Argentina,South America,2004,38.33328004
Armenia,Europe,2004,0.58479883
Antigua and Barbuda,North America,2004,0.18261082
Australia,Oceania,2004,94.51383244
Austria,Europe,2004,97.92939618
Azerbaijan,Europe,2004,2.56936276
Burundi,Africa,2004,0.06606159
Belgium,Europe,2004,225.4756327
Benin,Africa,2004,0.5146311
Bangladesh,Asia,2004,10.40654944
Bulgaria,Europe,2004,9.78114897
Bahrain,Asia,2004,3.98881996
Bahamas,North America,2004,1.79064946
Bosnia and Herzegovina,Europe,2004,1.99464459
Belarus,Europe,2004,12.0228501
Belize,North America,2004,0.30724864
Bolivia,South America,2004,2.36372451
Brazil,South America,2004,106.7749914
Barbados,North America,2004,0.52584567
Brunei,Asia,2004,4.90870234
Bhutan,Asia,2004,0.0588196
Botswana,Africa,2004,2.98169324
Central African Republic,Africa,2004,0.13755571
Canada,North America,2004,324.448731
Switzerland,Europe,2004,133.3259048
Chile,South America,2004,33.9812242
China,Asia,2004,845.6597074
Ivory Coast,Africa,2004,5.65756188
Cameroon,Africa,2004,3.25730768
Republic of the Congo,Africa,2004,4.26021299
Colombia,South America,2004,18.89575632
Comoros,Africa,2004,0.03825979
Cape Verde,Africa,2004,0.0219481
Costa Rica,North America,2004,12.0723317
Cuba,North America,2004,2.14683599
Cyprus,Europe,2004,1.79095916
Czechia,Europe,2004,58.36099707
Germany,Europe,2004,862.4605766
Djibouti,Africa,2004,0.03482312
Dominica,North America,2004,0.07495679
Denmark,Europe,2004,68.355677
Dominican Rep.,North America,2004,5.73324532
Algeria,Africa,2004,29.46147674
Ecuador,South America,2004,9.94161367
Egypt,Africa,2004,11.810786
Eritrea,Africa,2004,0.01167808
Spain,Europe,2004,173.0592614
Estonia,Europe,2004,7.08316751
Ethiopia,Africa,2004,0.64750273
Finland,Europe,2004,61.47065454
Fiji,Oceania,2004,0.69097572
France,Europe,2004,426.6705747
Micronesia,Oceania,2004,0.07376199
Gabon,Africa,2004,4.16866455
United Kingdom,Europe,2004,329.1348072
Georgia,Europe,2004,1.17025187
Ghana,Africa,2004,2.6074481
Guinea,Africa,2004,1.12402779
Gambia,Africa,2004,0.04676113
Guinea-Bissau,Africa,2004,0.11337344
Equatorial Guinea,Africa,2004,4.29162331
Greece,Europe,2004,15.00499333
Grenada,North America,2004,0.0304788
Guatemala,North America,2004,5.77338063
Guyana,South America,2004,0.66224242
Honduras,North America,2004,4.97137943
Croatia,Europe,2004,6.80464823
Haiti,North America,2004,0.45242037
Hungary,Europe,2004,52.09565915
Indonesia,Asia,2004,95.56857032
India,Asia,2004,88.61054552
Ireland,Europe,2004,133.0083841
Iran,Asia,2004,37.54692968
Iraq,Asia,2004,18.51481632
Iceland,Europe,2004,2.94728125
Israel,Asia,2004,36.87177664
Italy,Europe,2004,325.3631716
Jamaica,North America,2004,1.75925787
Jordan,Asia,2004,3.45501112
Japan,Asia,2004,626.4111066
Kazakhstan,Asia,2004,18.01897749
Kenya,Africa,2004,2.81143537
Kyrgyzstan,Asia,2004,0.55632771
Cambodia,Asia,2004,3.00169832
Kiribati,Oceania,2004,0.01155891
St. Kitts and Nevis,North America,2004,0.06717587
South Korea,Asia,2004,266.0998604
Kuwait,Asia,2004,27.64126357
Laos,Asia,2004,0.44229253
Lebanon,Asia,2004,2.23092739
Liberia,Africa,2004,1.12491289
Libya,Africa,2004,19.40818051
St. Lucia,North America,2004,1.36393433
Sri Lanka,Asia,2004,6.41907613
Lesotho,Africa,2004,0.54027573
Lithuania,Europe,2004,8.47010559
Luxembourg,Europe,2004,14.74600131
Latvia,Europe,2004,5.42657629
Morocco,Africa,2004,12.00542768
Moldova,Europe,2004,1.42480749
Madagascar,Africa,2004,1.45289617
Maldives,Asia,2004,0.21362806
Mexico,North America,2004,192.2440698
Marshall Islands,Oceania,2004,0.6525775
North Macedonia,Europe,2004,1.60339899
Mali,Africa,2004,0.57865914
Malta,Europe,2004,3.52728787
Myanmar,Asia,2004,3.80109644
Mongolia,Asia,2004,0.96772912
Mozambique,Africa,2004,1.67567853
Mauritania,Africa,2004,0.83790468
Mauritius,Africa,2004,1.99077217
Malawi,Africa,2004,0.52936136
Malaysia,Asia,2004,158.2809698
Namibia,Africa,2004,1.45432724
Niger,Africa,2004,0.31229547
Nigeria,Africa,2004,34.85998227
Nicaragua,North America,2004,1.5464862
Netherlands,Europe,2004,280.5747589
Norway,Europe,2004,87.45858182
Nepal,Asia,2004,0.68253156
Nauru,Oceania,2004,0.01771742
New Zealand,Oceania,2004,21.0408502
Oman,Asia,2004,12.30903677
Pakistan,Asia,2004,12.25430539
Panama,North America,2004,3.54658457
Peru,South America,2004,13.0369563
Philippines,Asia,2004,58.26726102
Palau,Oceania,2004,0.02289103
Papua New Guinea,Oceania,2004,2.69687671
Poland,Europe,2004,66.28467479
North Korea,Asia,2004,1.29489218
Portugal,Europe,2004,36.4367208
Paraguay,South America,2004,2.98385003
Palestine,Asia,2004,0.03374462
Qatar,Asia,2004,18.56341577
Romania,Europe,2004,24.92721234
Russia,Asia,2004,197.7566544
Rwanda,Africa,2004,0.34468566
Saudi Arabia,Asia,2004,117.9916909
Senegal,Africa,2004,0.96248843
Serbia,Europe,2004,3.82368544
Singapore,Asia,2004,130.1170752
Solomon Islands,Oceania,2004,0.19515887
Sierra Leone,Africa,2004,0.23773821
El Salvador,North America,2004,3.34279593
San Marino,Europe,2004,0.0585555
Somalia,Africa,2004,0.20058578
Sao Tome and Principe,Africa,2004,0.01292643
Suriname,South America,2004,0.91857797
Slovakia,Europe,2004,27.69956975
Slovenia,Europe,2004,14.75377156
Sweden,Europe,2004,120.7265127
Eswatini,Africa,2004,0.76458978
Seychelles,Africa,2004,0.40885328
Syria,Asia,2004,5.415349
Chad,Africa,2004,1.38836807
Togo,Africa,2004,0.68276893
Thailand,Asia,2004,108.0666537
Tajikistan,Asia,2004,0.65763988
Turkmenistan,Asia,2004,3.57227765
Timor-Leste,Asia,2004,0.05275579
Tonga,Oceania,2004,0.02885462
Trinidad and Tobago,North America,2004,8.71154738
Tunisia,Africa,2004,9.77121779
Turkey,Asia,2004,62.38180351
Tuvalu,Oceania,2004,0.00200121
Tanzania,Africa,2004,1.51367554
Uganda,Africa,2004,0.59323896
Ukraine,Europe,2004,33.33300237
Uruguay,South America,2004,3.51930335
United States,North America,2004,856.9997532
Uzbekistan,Asia,2004,4.31172406
Holy See,Europe,2004,0.00325707
St. Vincent and the Grenadines,North America,2004,0.25557737
Venezuela,South America,2004,37.86143682
Vietnam,Asia,2004,28.68128274
Vanuatu,Oceania,2004,0.22948106
Samoa,Oceania,2004,0.08189983
Yemen,Asia,2004,4.28867967
South Africa,Africa,2004,60.44179939
DR Congo,Africa,2004,1.23966595
Zambia,Africa,2004,1.69918805
Zimbabwe,Africa,2004,2.17985095
Afghanistan,Asia,2005,0.27809128
Angola,Africa,2005,22.086367
Albania,Europe,2005,0.64085879
Andorra,Europe,2005,0.16815831
United Arab Emirates,Asia,2005,85.66598637
Argentina,South America,2005,43.89284977
Armenia,Europe,2005,0.81819647
Antigua and Barbuda,North America,2005,0.301672
Australia,Oceania,2005,112.6827842
Austria,Europe,2005,104.1395973
Azerbaijan,Europe,2005,4.02384179
Burundi,Africa,2005,0.10264144
Belgium,Europe,2005,247.0735541
Benin,Africa,2005,0.54250595
Bangladesh,Asia,2005,10.45898327
Bulgaria,Europe,2005,11.21556934
Bahrain,Asia,2005,5.23167286
Bahamas,North America,2005,2.58157721
Bosnia and Herzegovina,Europe,2005,2.33644857
Belarus,Europe,2005,13.12187819
Belize,North America,2005,0.3450837
Bolivia,South America,2005,2.62497129
Brazil,South America,2005,128.2691259
Barbados,North America,2005,0.42072503
Brunei,Asia,2005,6.20286746
Bhutan,Asia,2005,0.12950973
Botswana,Africa,2005,4.10651192
Central African Republic,Africa,2005,0.12493019
Canada,North America,2005,365.5508594
Switzerland,Europe,2005,145.9493415
Chile,South America,2005,41.82958667
China,Asia,2005,1053.770494
Ivory Coast,Africa,2005,5.98084208
Cameroon,Africa,2005,3.48036517
Republic of the Congo,Africa,2005,6.30067117
Colombia,South America,2005,24.30548262
Comoros,Africa,2005,0.03017486
Cape Verde,Africa,2005,0.02964836
Costa Rica,North America,2005,13.09267541
Cuba,North America,2005,2.08503917
Cyprus,Europe,2005,2.1855423
Czechia,Europe,2005,67.24261429
Germany,Europe,2005,927.0699876
Djibouti,Africa,2005,0.06995193
Dominica,North America,2005,0.08822722
Denmark,Europe,2005,76.3418399
Dominican Rep.,North America,2005,5.93281051
Algeria,Africa,2005,40.7249699
Ecuador,South America,2005,12.42869009
Egypt,Africa,2005,14.57726616
Eritrea,Africa,2005,0.02753581
Spain,Europe,2005,185.0310128
Estonia,Europe,2005,8.42927742
Ethiopia,Africa,2005,0.90158336
Finland,Europe,2005,69.62387199
Fiji,Oceania,2005,0.67662233
France,Europe,2005,441.9935451
Micronesia,Oceania,2005,0.05306339
Gabon,Africa,2005,4.79317083
United Kingdom,Europe,2005,362.9996817
Georgia,Europe,2005,1.35045808
Ghana,Africa,2005,2.52327795
Guinea,Africa,2005,1.38630607
Gambia,Africa,2005,0.03385388
Guinea-Bissau,Africa,2005,0.10352365
Equatorial Guinea,Africa,2005,6.62831811
Greece,Europe,2005,16.36253487
Grenada,North America,2005,0.03631661
Guatemala,North America,2005,6.22418058
Guyana,South America,2005,0.64391524
Honduras,North America,2005,5.27470818
Croatia,Europe,2005,7.15913639
Haiti,North America,2005,0.5507357
Hungary,Europe,2005,57.33639733
Indonesia,Asia,2005,107.3689783
India,Asia,2005,106.7994558
Ireland,Europe,2005,141.8372133
Iran,Asia,2005,48.88710392
Iraq,Asia,2005,18.46616368
Iceland,Europe,2005,2.93527749
Israel,Asia,2005,41.99954917
Italy,Europe,2005,345.8269916
Jamaica,North America,2005,1.86857718
Jordan,Asia,2005,3.63859655
Japan,Asia,2005,664.4936504
Kazakhstan,Asia,2005,23.05300672
Kenya,Africa,2005,3.11759138
Kyrgyzstan,Asia,2005,0.518987
Cambodia,Asia,2005,3.29338586
Kiribati,Oceania,2005,0.00680781
St. Kitts and Nevis,North America,2005,0.07187275
South Korea,Asia,2005,300.2067922
Kuwait,Asia,2005,39.1522756
Laos,Asia,2005,0.61010978
Lebanon,Asia,2005,1.8212609
Liberia,Africa,2005,1.49430873
Libya,Africa,2005,28.6761619
St. Lucia,North America,2005,1.54421636
Sri Lanka,Asia,2005,6.8527448
Lesotho,Africa,2005,0.51502241
Lithuania,Europe,2005,10.27804184
Luxembourg,Europe,2005,15.89007758
Latvia,Europe,2005,6.41372524
Morocco,Africa,2005,13.22367988
Moldova,Europe,2005,1.42458508
Madagascar,Africa,2005,1.09474909
Maldives,Asia,2005,0.15539147
Mexico,North America,2005,215.2519006
Marshall Islands,Oceania,2005,0.59835614
North Macedonia,Europe,2005,1.75041013
Mali,Africa,2005,0.34477234
Malta,Europe,2005,3.35755116
Myanmar,Asia,2005,3.78962727
Mongolia,Asia,2005,1.07357126
Mozambique,Africa,2005,2.11411816
Mauritania,Africa,2005,0.97893694
Mauritius,Africa,2005,2.02353642
Malawi,Africa,2005,0.66495021
Malaysia,Asia,2005,175.4228721
Namibia,Africa,2005,1.7768658
Niger,Africa,2005,0.28631584
Nigeria,Africa,2005,46.82645055
Nicaragua,North America,2005,1.961886
Netherlands,Europe,2005,310.839125
Norway,Europe,2005,102.8912979
Nepal,Asia,2005,0.68510005
Nauru,Oceania,2005,0.00445645
New Zealand,Oceania,2005,22.54495445
Oman,Asia,2005,16.71290511
Pakistan,Asia,2005,13.04467014
Panama,North America,2005,4.75346739
Peru,South America,2005,17.81517177
Philippines,Asia,2005,64.14332672
Palau,Oceania,2005,0.03298596
Papua New Guinea,Oceania,2005,3.55625692
Poland,Europe,2005,75.81025349
North Korea,Asia,2005,1.34879331
Portugal,Europe,2005,37.25394224
Paraguay,South America,2005,3.07480604
Palestine,Asia,2005,0.04899954
Qatar,Asia,2005,25.64300423
Romania,Europe,2005,27.83875358
Russia,Asia,2005,249.242915
Rwanda,Africa,2005,0.1088924
Saudi Arabia,Asia,2005,163.3995385
Senegal,Africa,2005,1.05978783
Serbia,Europe,2005,4.70175268
Singapore,Asia,2005,151.3007152
Solomon Islands,Oceania,2005,0.21465075
Sierra Leone,Africa,2005,0.22929958
El Salvador,North America,2005,3.41926688
San Marino,Europe,2005,0.0665923
Somalia,Africa,2005,0.22169509
Sao Tome and Principe,Africa,2005,0.01209631
Suriname,South America,2005,0.97077138
Slovakia,Europe,2005,29.54464463
Slovenia,Europe,2005,15.22713205
Sweden,Europe,2005,130.3012723
Eswatini,Africa,2005,0.86301383
Seychelles,Africa,2005,0.47829499
Syria,Asia,2005,5.93984725
Chad,Africa,2005,2.17539943
Togo,Africa,2005,0.73697583
Thailand,Asia,2005,123.0199657
Tajikistan,Asia,2005,0.80088328
Turkmenistan,Asia,2005,4.82394362
Timor-Leste,Asia,2005,0.07437195
Tonga,Oceania,2005,0.01986877
Trinidad and Tobago,North America,2005,12.11522764
Tunisia,Africa,2005,10.30532895
Turkey,Asia,2005,69.14084954
Tuvalu,Oceania,2005,0.00115334
Tanzania,Africa,2005,1.62760585
Uganda,Africa,2005,0.73819441
Ukraine,Europe,2005,36.0927156
Uruguay,South America,2005,4.51919065
United States,North America,2005,925.6655489
Uzbekistan,Asia,2005,5.1416851
Holy See,Europe,2005,0.0030207
St. Vincent and the Grenadines,North America,2005,0.18547627
Venezuela,South America,2005,51.90299015
Vietnam,Asia,2005,35.0631521
Vanuatu,Oceania,2005,0.23688264
Samoa,Oceania,2005,0.08769553
Yemen,Asia,2005,5.48604719
South Africa,Africa,2005,65.15655386
DR Congo,Africa,2005,1.45796267
Zambia,Africa,2005,1.74893614
Zimbabwe,Africa,2005,2.01480778
Afghanistan,Asia,2006,0.25809869
Angola,Africa,2006,32.04782742
Albania,Europe,2006,0.7593186
Andorra,Europe,2006,0.18973516
United Arab Emirates,Asia,2006,102.9283248
Argentina,South America,2006,49.11035418
Armenia,Europe,2006,0.91218122
Antigua and Barbuda,North America,2006,0.3614208
Australia,Oceania,2006,133.2459203
Austria,Europe,2006,122.4022402
Azerbaijan,Europe,2006,8.58783956
Burundi,Africa,2006,0.08879656
Belgium,Europe,2006,278.5052563
Benin,Africa,2006,0.65144224
Bangladesh,Asia,2006,13.37724659
Bulgaria,Europe,2006,14.7046666
Bahrain,Asia,2006,7.3188332
Bahamas,North America,2006,2.36035646
Bosnia and Herzegovina,Europe,2006,3.3258389
Belarus,Europe,2006,16.4201743
Belize,North America,2006,0.47207595
Bolivia,South America,2006,3.74508324
Brazil,South America,2006,146.3095068
Barbados,North America,2006,0.36106365
Brunei,Asia,2006,7.89884815
Bhutan,Asia,2006,0.18526118
Botswana,Africa,2006,3.40875308
Central African Republic,Africa,2006,0.12766358
Canada,North America,2006,391.0374691
Switzerland,Europe,2006,158.6698852
Chile,South America,2006,59.66761905
China,Asia,2006,1287.042055
Ivory Coast,Africa,2006,6.73941493
Cameroon,Africa,2006,4.73961594
Republic of the Congo,Africa,2006,9.49991708
Colombia,South America,2006,26.70454758
Comoros,Africa,2006,0.05152096
Cape Verde,Africa,2006,0.0503143
Costa Rica,North America,2006,15.02770943
Cuba,North America,2006,2.50705131
Cyprus,Europe,2006,4.6395881
Czechia,Europe,2006,83.80752709
Germany,Europe,2006,1043.912727
Djibouti,Africa,2006,0.21330911
Dominica,North America,2006,0.08702059
Denmark,Europe,2006,84.48739517
Dominican Rep.,North America,2006,6.33652911
Algeria,Africa,2006,57.0962494
Ecuador,South America,2006,14.84116824
Egypt,Africa,2006,21.30551489
Eritrea,Africa,2006,0.02001573
Spain,Europe,2006,209.6237345
Estonia,Europe,2006,9.46247441
Ethiopia,Africa,2006,1.1559029
Finland,Europe,2006,79.87264223
Fiji,Oceania,2006,0.70366568
France,Europe,2006,497.6609213
Micronesia,Oceania,2006,0.03673905
Gabon,Africa,2006,4.39604936
United Kingdom,Europe,2006,386.6607482
Georgia,Europe,2006,1.77957871
Ghana,Africa,2006,3.21241934
Guinea,Africa,2006,1.58204136
Gambia,Africa,2006,0.04268448
Guinea-Bissau,Africa,2006,0.05372925
Equatorial Guinea,Africa,2006,8.44495981
Greece,Europe,2006,20.20339855
Grenada,North America,2006,0.03153389
Guatemala,North America,2006,6.34210745
Guyana,South America,2006,0.68708617
Honduras,North America,2006,5.42421553
Croatia,Europe,2006,9.26290559
Haiti,North America,2006,0.6500085
Hungary,Europe,2006,67.68608394
Indonesia,Asia,2006,126.1219836
India,Asia,2006,129.2436765
Ireland,Europe,2006,146.6647048
Iran,Asia,2006,69.14875964
Iraq,Asia,2006,29.14932995
Iceland,Europe,2006,3.53744957
Israel,Asia,2006,45.83509067
Italy,Europe,2006,391.4424655
Jamaica,North America,2006,2.30053497
Jordan,Asia,2006,4.35790647
Japan,Asia,2006,716.5972904
Kazakhstan,Asia,2006,30.92342376
Kenya,Africa,2006,3.37240272
Kyrgyzstan,Asia,2006,0.68254633
Cambodia,Asia,2006,4.06295878
Kiribati,Oceania,2006,0.00810353
St. Kitts and Nevis,North America,2006,0.0706983
South Korea,Asia,2006,351.3074849
Kuwait,Asia,2006,52.27111341
Laos,Asia,2006,1.08595782
Lebanon,Asia,2006,2.54471946
Liberia,Africa,2006,1.7266023
Libya,Africa,2006,41.36645993
St. Lucia,North America,2006,1.84990258
Sri Lanka,Asia,2006,7.5469488
Lesotho,Africa,2006,0.54477042
Lithuania,Europe,2006,11.11392557
Luxembourg,Europe,2006,18.73806489
Latvia,Europe,2006,7.74974144
Morocco,Africa,2006,14.53271019
Moldova,Europe,2006,1.40595054
Madagascar,Africa,2006,1.16662776
Maldives,Asia,2006,0.18619975
Mexico,North America,2006,252.5529207
Marshall Islands,Oceania,2006,1.17014289
North Macedonia,Europe,2006,2.4075291
Mali,Africa,2006,0.57958971
Malta,Europe,2006,4.1962967
Myanmar,Asia,2006,4.65946725
Mongolia,Asia,2006,1.66785959
Montenegro,Europe,2006,0.35508762
Mozambique,Africa,2006,2.60251651
Mauritania,Africa,2006,1.74166579
Mauritius,Africa,2006,2.07851788
Malawi,Africa,2006,0.58327352
Malaysia,Asia,2006,199.8822551
Namibia,Africa,2006,2.63823422
Niger,Africa,2006,0.43093145
Nigeria,Africa,2006,61.45174432
Nicaragua,North America,2006,2.24396886
Netherlands,Europe,2006,358.4491098
Norway,Europe,2006,123.1710527
Nepal,Asia,2006,0.61720596
Nauru,Oceania,2006,0.0100449
New Zealand,Oceania,2006,23.30699067
Oman,Asia,2006,21.98127824
Pakistan,Asia,2006,15.13633057
Panama,North America,2006,5.3805632
Peru,South America,2006,24.69292012
Philippines,Asia,2006,72.20325757
Palau,Oceania,2006,0.04363112
Papua New Guinea,Oceania,2006,4.29581861
Poland,Europe,2006,98.24322977
North Korea,Asia,2006,1.82801096
Portugal,Europe,2006,42.92350924
Paraguay,South America,2006,3.51557374
Palestine,Asia,2006,0.0596785
Qatar,Asia,2006,34.67271823
Romania,Europe,2006,32.61659524
Russia,Asia,2006,314.939465
Rwanda,Africa,2006,0.10969253
Saudi Arabia,Asia,2006,206.7125693
Senegal,Africa,2006,0.97188489
Serbia,Europe,2006,6.33951485
Singapore,Asia,2006,173.8510362
Solomon Islands,Oceania,2006,0.24550133
Sierra Leone,Africa,2006,0.29619405
El Salvador,North America,2006,3.2047196
San Marino,Europe,2006,0.08175851
Somalia,Africa,2006,0.35183532
Sao Tome and Principe,Africa,2006,0.02124831
Suriname,South America,2006,1.24330603
Slovakia,Europe,2006,37.36175928
Slovenia,Europe,2006,18.37381192
Sweden,Europe,2006,145.5237412
Eswatini,Africa,2006,1.01372815
Seychelles,Africa,2006,0.45841723
Syria,Asia,2006,6.59344371
Chad,Africa,2006,2.51363338
Togo,Africa,2006,0.81260251
Thailand,Asia,2006,144.0148112
Tajikistan,Asia,2006,0.90864547
Turkmenistan,Asia,2006,5.45113883
Timor-Leste,Asia,2006,0.03722587
Tonga,Oceania,2006,0.0232276
Trinidad and Tobago,North America,2006,13.96072513
Tunisia,Africa,2006,11.96143166
Turkey,Asia,2006,81.36496846
Tuvalu,Oceania,2006,0.00399977
Tanzania,Africa,2006,1.95087716
Uganda,Africa,2006,0.67006941
Ukraine,Europe,2006,40.48496568
Uruguay,South America,2006,4.71428232
United States,North America,2006,1046.339739
Uzbekistan,Asia,2006,6.1459195
Holy See,Europe,2006,0.00657203
St. Vincent and the Grenadines,North America,2006,0.26536248
Venezuela,South America,2006,59.12527929
Vietnam,Asia,2006,42.72496495
Vanuatu,Oceania,2006,0.28418899
Samoa,Oceania,2006,0.08859259
Yemen,Asia,2006,7.13715034
South Africa,Africa,2006,73.52499228
DR Congo,Africa,2006,1.51491488
Zambia,Africa,2006,2.85158231
Zimbabwe,Africa,2006,2.23814281
Afghanistan,Asia,2007,0.38159542
Angola,Africa,2007,41.71191219
Albania,Europe,2007,1.09756276
Andorra,Europe,2007,0.17223095
United Arab Emirates,Asia,2007,115.6307641
Argentina,South America,2007,61.38663559
Armenia,Europe,2007,1.08921035
Antigua and Barbuda,North America,2007,0.20151482
Australia,Oceania,2007,155.2539581
Austria,Europe,2007,148.3199548
Azerbaijan,Europe,2007,14.3038896
Burundi,Africa,2007,0.09967587
Belgium,Europe,2007,332.2123197
Benin,Africa,2007,0.83117944
Bangladesh,Asia,2007,14.40736149
Bulgaria,Europe,2007,16.64097785
Bahrain,Asia,2007,7.59426035
Bahamas,North America,2007,2.33209228
Bosnia and Herzegovina,Europe,2007,3.99731925
Belarus,Europe,2007,20.34670917
Belize,North America,2007,0.44251525
Bolivia,South America,2007,3.99626404
Brazil,South America,2007,175.9721541
Barbados,North America,2007,0.54457122
Brunei,Asia,2007,7.74297809
Bhutan,Asia,2007,0.30527867
Botswana,Africa,2007,2.67734436
Central African Republic,Africa,2007,0.1404203
Canada,North America,2007,420.8187717
Switzerland,Europe,2007,192.9135685
Chile,South America,2007,69.73803194
China,Asia,2007,1562.106357
Ivory Coast,Africa,2007,7.57373495
Cameroon,Africa,2007,4.98338003
Republic of the Congo,Africa,2007,8.3289826
Colombia,South America,2007,31.33141024
Comoros,Africa,2007,0.04375567
Cape Verde,Africa,2007,0.03942781
Costa Rica,North America,2007,16.93640592
Cuba,North America,2007,3.63379009
Cyprus,Europe,2007,3.91959094
Czechia,Europe,2007,108.9865735
Germany,Europe,2007,1251.553857
Djibouti,Africa,2007,0.20834184
Dominica,North America,2007,0.09283586
Denmark,Europe,2007,93.82301613
Dominican Rep.,North America,2007,6.6042472
Algeria,Africa,2007,61.13609738
Ecuador,South America,2007,16.09144813
Egypt,Africa,2007,25.25778599
Eritrea,Africa,2007,0.0746187
Spain,Europe,2007,247.0807409
Estonia,Europe,2007,9.90642224
Ethiopia,Africa,2007,1.25667633
Finland,Europe,2007,91.5484758
Fiji,Oceania,2007,0.67441596
France,Europe,2007,573.8307772
Micronesia,Oceania,2007,0.02458667
Gabon,Africa,2007,6.36145605
United Kingdom,Europe,2007,468.9677315
Georgia,Europe,2007,1.72808303
Ghana,Africa,2007,3.90683174
Guinea,Africa,2007,2.40703185
Gambia,Africa,2007,0.04968392
Guinea-Bissau,Africa,2007,0.08497966
Equatorial Guinea,Africa,2007,9.47506853
Greece,Europe,2007,23.58438152
Grenada,North America,2007,0.05701228
Guatemala,North America,2007,7.07741008
Guyana,South America,2007,0.8112913
Honduras,North America,2007,6.08486031
Croatia,Europe,2007,10.61241922
Haiti,North America,2007,0.67127815
Hungary,Europe,2007,89.73701449
Indonesia,Asia,2007,144.0772922
India,Asia,2007,163.0770958
Ireland,Europe,2007,163.8936479
Iran,Asia,2007,79.56507023
Iraq,Asia,2007,36.75375458
Iceland,Europe,2007,4.1231959
Israel,Asia,2007,55.74716289
Italy,Europe,2007,468.5789156
Jamaica,North America,2007,2.37602942
Jordan,Asia,2007,4.50972243
Japan,Asia,2007,787.5968922
Kazakhstan,Asia,2007,37.67463073
Kenya,Africa,2007,3.68074602
Kyrgyzstan,Asia,2007,0.77987727
Cambodia,Asia,2007,4.68262602
Kiribati,Oceania,2007,0.01161233
St. Kitts and Nevis,North America,2007,0.07656725
South Korea,Asia,2007,389.065465
Kuwait,Asia,2007,58.86810327
Laos,Asia,2007,1.16815848
Lebanon,Asia,2007,2.97496452
Liberia,Africa,2007,1.05201489
Libya,Africa,2007,48.77474699
St. Lucia,North America,2007,1.88531777
Sri Lanka,Asia,2007,8.31184943
Lesotho,Africa,2007,0.7558044
Lithuania,Europe,2007,13.603859
Luxembourg,Europe,2007,21.45159281
Latvia,Europe,2007,9.2547506
Morocco,Africa,2007,17.79206126
Moldova,Europe,2007,2.0110945
Madagascar,Africa,2007,1.36026291
Maldives,Asia,2007,0.16869936
Mexico,North America,2007,278.0444659
Marshall Islands,Oceania,2007,0.59953403
North Macedonia,Europe,2007,3.59600799
Mali,Africa,2007,0.50907142
Malta,Europe,2007,5.45083795
Myanmar,Asia,2007,4.94548586
Mongolia,Asia,2007,1.97174558
Montenegro,Europe,2007,0.64616535
Mozambique,Africa,2007,3.18366382
Mauritania,Africa,2007,1.85744106
Mauritius,Africa,2007,2.29616619
Malawi,Africa,2007,0.91110974
Malaysia,Asia,2007,223.3870872
Namibia,Africa,2007,2.59547761
Niger,Africa,2007,0.35784095
Nigeria,Africa,2007,68.85490699
Nicaragua,North America,2007,2.58654579
Netherlands,Europe,2007,425.4750175
Norway,Europe,2007,132.9695352
Nepal,Asia,2007,0.77421302
Nauru,Oceania,2007,0.02705388
New Zealand,Oceania,2007,27.28111909
Oman,Asia,2007,22.18700801
Pakistan,Asia,2007,16.76105336
Panama,North America,2007,6.28187621
Peru,South America,2007,30.25785842
Philippines,Asia,2007,78.73438301
Palau,Oceania,2007,0.03354774
Papua New Guinea,Oceania,2007,5.01215875
Poland,Europe,2007,124.9182638
North Korea,Asia,2007,2.75403865
Portugal,Europe,2007,47.41275942
Paraguay,South America,2007,4.70086997
Palestine,Asia,2007,0.06750716
Qatar,Asia,2007,40.83245331
Romania,Europe,2007,36.32281425
Russia,Asia,2007,361.5008127
Rwanda,Africa,2007,0.13326385
Saudi Arabia,Asia,2007,218.4895709
Senegal,Africa,2007,1.40923614
Serbia,Europe,2007,8.57184415
Singapore,Asia,2007,190.8465015
Solomon Islands,Oceania,2007,0.33247667
Sierra Leone,Africa,2007,0.40465379
El Salvador,North America,2007,4.06369033
San Marino,Europe,2007,0.20867271
Somalia,Africa,2007,0.23284546
Sao Tome and Principe,Africa,2007,0.01207854
Suriname,South America,2007,1.47303278
Slovakia,Europe,2007,52.90332458
Slovenia,Europe,2007,24.09556757
Sweden,Europe,2007,168.363946
Eswatini,Africa,2007,1.04662124
Seychelles,Africa,2007,0.42394931
Syria,Asia,2007,7.02191705
Chad,Africa,2007,2.51757819
Togo,Africa,2007,1.46715673
Thailand,Asia,2007,168.4973349
Tajikistan,Asia,2007,1.10593044
Turkmenistan,Asia,2007,6.48958749
Timor-Leste,Asia,2007,0.03087534
Tonga,Oceania,2007,0.02329043
